rank,word,count,complexity_band
688,reminder,1,Band 2 - Elementary
689,repeating,1,Band 2 - Elementary
690,replaced,1,Band 2 - Elementary
691,replied,1,Band 2 - Elementary
692,research,1,Band 2 - Elementary
693,resolved,1,Band 2 - Elementary
694,resources,29,Band 2 - Elementary
695,respond,22,Band 2 - Elementary
696,responded,1,Band 2 - Elementary
697,responding,1,Band 2 - Elementary
698,responsibility,17,Band 2 - Elementary
699,rested,1,Band 2 - Elementary
700,restored,64,Band 2 - Elementary
701,resulted,1,Band 2 - Elementary
702,returning,29,Band 2 - Elementary
703,revealed,17,Band 2 - Elementary
704,review,50,Band 2 - Elementary
705,rod,1,Band 2 - Elementary
706,route,1,Band 2 - Elementary
707,sacrifice,29,Band 2 - Elementary
708,satisfied,1,Band 2 - Elementary
709,schedule,24,Band 2 - Elementary
710,schedules,1,Band 2 - Elementary
711,section,29,Band 2 - Elementary
712,secure,1,Band 2 - Elementary
713,security,1,Band 2 - Elementary
714,seek,121,Band 2 - Elementary
715,select,19,Band 2 - Elementary
716,senior,1,Band 2 - Elementary
717,sentences,1,Band 2 - Elementary
718,settle,1,Band 2 - Elementary
719,settled,1,Band 2 - Elementary
720,seventh,1,Band 2 - Elementary
721,shame,1,Band 2 - Elementary
722,shed,1,Band 2 - Elementary
723,shocked,1,Band 2 - Elementary
724,sickness,1,Band 2 - Elementary
725,signed,1,Band 2 - Elementary
726,silence,1,Band 2 - Elementary
727,sincere,23,Band 2 - Elementary
728,sincerely,20,Band 2 - Elementary
729,sinned,1,Band 2 - Elementary
730,situation,22,Band 2 - Elementary
731,skills,17,Band 2 - Elementary
732,slipping,1,Band 2 - Elementary
733,smaller,1,Band 2 - Elementary
734,smoked,1,Band 2 - Elementary
735,social,19,Band 2 - Elementary
736,solution,1,Band 2 - Elementary
737,someday,1,Band 2 - Elementary
738,sometimes,30,Band 2 - Elementary
739,somewhat,1,Band 2 - Elementary
740,son,45,Band 2 - Elementary
741,soul,23,Band 2 - Elementary
742,spelling,1,Band 2 - Elementary
743,spiritual,110,Band 2 - Elementary
744,spoken,1,Band 2 - Elementary
745,standards,26,Band 2 - Elementary
746,statues,1,Band 2 - Elementary
747,stored,1,Band 2 - Elementary
748,streaming,1,Band 2 - Elementary
749,strengthen,56,Band 2 - Elementary
750,stretching,1,Band 2 - Elementary
751,succeeded,1,Band 2 - Elementary
752,successfully,1,Band 2 - Elementary
753,suggested,1,Band 2 - Elementary
754,sung,1,Band 2 - Elementary
755,supported,1,Band 2 - Elementary
756,sure,18,Band 2 - Elementary
757,surface,1,Band 2 - Elementary
758,surfing,1,Band 2 - Elementary
759,surrounded,1,Band 2 - Elementary
760,surrounding,1,Band 2 - Elementary
761,survive,1,Band 2 - Elementary
762,switch,1,Band 2 - Elementary
763,sword,1,Band 2 - Elementary
764,talent,1,Band 2 - Elementary
765,techniques,1,Band 2 - Elementary
766,technology,41,Band 2 - Elementary
767,temple,61,Band 2 - Elementary
768,tempts,1,Band 2 - Elementary
769,testimony,94,Band 2 - Elementary
770,textbooks,1,Band 2 - Elementary
771,texts,1,Band 2 - Elementary
772,thanksgiving,1,Band 2 - Elementary
773,theater,1,Band 2 - Elementary
774,thoughtful,1,Band 2 - Elementary
775,threatened,1,Band 2 - Elementary
776,tightly,1,Band 2 - Elementary
777,titles,1,Band 2 - Elementary
778,tobacco,1,Band 2 - Elementary
779,topics,49,Band 2 - Elementary
780,torn,1,Band 2 - Elementary
781,touches,1,Band 2 - Elementary
782,trace,1,Band 2 - Elementary
783,traditions,1,Band 2 - Elementary
784,transfer,1,Band 2 - Elementary
785,transferred,1,Band 2 - Elementary
786,treasures,1,Band 2 - Elementary
787,treating,1,Band 2 - Elementary
788,treatment,1,Band 2 - Elementary
789,triple,1,Band 2 - Elementary
790,troubles,1,Band 2 - Elementary
791,unappreciated,1,Band 2 - Elementary
792,uncomfortable,1,Band 2 - Elementary
793,underline,1,Band 2 - Elementary
794,understandable,1,Band 2 - Elementary
795,unexpected,1,Band 2 - Elementary
796,unhappiness,1,Band 2 - Elementary
797,union,1,Band 2 - Elementary
798,unite,27,Band 2 - Elementary
799,universal,1,Band 2 - Elementary
800,unusual,1,Band 2 - Elementary
801,urge,1,Band 2 - Elementary
802,vain,1,Band 2 - Elementary
803,valid,1,Band 2 - Elementary
804,valued,1,Band 2 - Elementary
805,various,1,Band 2 - Elementary
806,vast,1,Band 2 - Elementary
807,verses,32,Band 2 - Elementary
808,version,40,Band 2 - Elementary
809,vision,19,Band 2 - Elementary
810,visit,35,Band 2 - Elementary
811,visited,1,Band 2 - Elementary
812,warns,1,Band 2 - Elementary
813,warriors,1,Band 2 - Elementary
814,wax,1,Band 2 - Elementary
815,weekly,53,Band 2 - Elementary
816,welcomes,1,Band 2 - Elementary
817,whisper,1,Band 2 - Elementary
818,widely,1,Band 2 - Elementary
819,withdrew,1,Band 2 - Elementary
820,witness,49,Band 2 - Elementary
821,wording,1,Band 2 - Elementary
822,worn,1,Band 2 - Elementary
823,worried,1,Band 2 - Elementary
824,worry,1,Band 2 - Elementary
825,wounded,1,Band 2 - Elementary
826,zone,22,Band 2 - Elementary
827,absolute,1,Band 3 - Intermediate
828,abusing,1,Band 3 - Intermediate
829,accompanied,1,Band 3 - Intermediate
830,accomplish,24,Band 3 - Intermediate
831,accomplished,1,Band 3 - Intermediate
832,accounting,1,Band 3 - Intermediate
833,accumulated,1,Band 3 - Intermediate
834,accuracy,1,Band 3 - Intermediate
835,achievement,1,Band 3 - Intermediate
836,acquaintances,1,Band 3 - Intermediate
837,adapting,1,Band 3 - Intermediate
838,adopt,1,Band 3 - Intermediate
839,adopted,1,Band 3 - Intermediate
840,advantage,1,Band 3 - Intermediate
841,affairs,1,Band 3 - Intermediate
842,affect,1,Band 3 - Intermediate
843,agency,22,Band 3 - Intermediate
844,ancestor,1,Band 3 - Intermediate
845,ancestors,18,Band 3 - Intermediate
846,apology,1,Band 3 - Intermediate
847,apostles,35,Band 3 - Intermediate
848,applied,1,Band 3 - Intermediate
849,appointed,1,Band 3 - Intermediate
850,appreciation,1,Band 3 - Intermediate
851,approaches,1,Band 3 - Intermediate
852,appropriate,36,Band 3 - Intermediate
853,approves,1,Band 3 - Intermediate
854,arises,1,Band 3 - Intermediate
855,associations,1,Band 3 - Intermediate
856,assure,1,Band 3 - Intermediate
857,attitudes,1,Band 3 - Intermediate
858,authentic,1,Band 3 - Intermediate
859,authority,59,Band 3 - Intermediate
860,automatically,1,Band 3 - Intermediate
861,awareness,1,Band 3 - Intermediate
862,baptism,186,Band 3 - Intermediate
863,baptized,115,Band 3 - Intermediate
864,barrier,1,Band 3 - Intermediate
865,basis,1,Band 3 - Intermediate
866,behaviors,1,Band 3 - Intermediate
867,believers,1,Band 3 - Intermediate
868,bind,1,Band 3 - Intermediate
869,bled,1,Band 3 - Intermediate
870,bolder,1,Band 3 - Intermediate
871,bond,1,Band 3 - Intermediate
872,brief,26,Band 3 - Intermediate
873,broader,1,Band 3 - Intermediate
874,burdensome,1,Band 3 - Intermediate
875,campaigns,1,Band 3 - Intermediate
876,capacities,1,Band 3 - Intermediate
877,central,17,Band 3 - Intermediate
878,ceremony,1,Band 3 - Intermediate
879,chain,1,Band 3 - Intermediate
880,challenges,32,Band 3 - Intermediate
881,channels,1,Band 3 - Intermediate
882,charges,1,Band 3 - Intermediate
883,charity,18,Band 3 - Intermediate
884,chastity,18,Band 3 - Intermediate
885,checklist,1,Band 3 - Intermediate
886,cheer,1,Band 3 - Intermediate
887,cheerfully,1,Band 3 - Intermediate
888,chief,1,Band 3 - Intermediate
889,cigarette,1,Band 3 - Intermediate
890,circumstances,18,Band 3 - Intermediate
891,civil,1,Band 3 - Intermediate
892,clarify,1,Band 3 - Intermediate
893,cleanliness,1,Band 3 - Intermediate
894,combination,1,Band 3 - Intermediate
895,combine,1,Band 3 - Intermediate
896,combined,1,Band 3 - Intermediate
897,comforted,1,Band 3 - Intermediate
898,comforting,1,Band 3 - Intermediate
899,commandment,17,Band 3 - Intermediate
900,commitment,43,Band 3 - Intermediate
901,companion,136,Band 3 - Intermediate
902,compares,1,Band 3 - Intermediate
903,comparisons,1,Band 3 - Intermediate
904,compete,1,Band 3 - Intermediate
905,competitive,1,Band 3 - Intermediate
906,complex,1,Band 3 - Intermediate
907,composed,1,Band 3 - Intermediate
908,concerns,24,Band 3 - Intermediate
909,conducted,1,Band 3 - Intermediate
910,conferences,17,Band 3 - Intermediate
911,confessed,1,Band 3 - Intermediate
912,confirmation,80,Band 3 - Intermediate
913,consequence,1,Band 3 - Intermediate
914,consider,77,Band 3 - Intermediate
915,converts,20,Band 3 - Intermediate
916,convey,1,Band 3 - Intermediate
917,convinced,1,Band 3 - Intermediate
918,correcting,1,Band 3 - Intermediate
919,correction,1,Band 3 - Intermediate
920,council,42,Band 3 - Intermediate
921,counsel,25,Band 3 - Intermediate
922,countless,1,Band 3 - Intermediate
923,creations,1,Band 3 - Intermediate
924,criticize,1,Band 3 - Intermediate
925,cultural,1,Band 3 - Intermediate
926,darts,1,Band 3 - Intermediate
927,database,1,Band 3 - Intermediate
928,debate,1,Band 3 - Intermediate
929,debated,1,Band 3 - Intermediate
930,declaring,1,Band 3 - Intermediate
931,dedication,1,Band 3 - Intermediate
932,deed,1,Band 3 - Intermediate
933,delight,1,Band 3 - Intermediate
934,deny,1,Band 3 - Intermediate
935,dependable,1,Band 3 - Intermediate
936,descriptions,1,Band 3 - Intermediate
937,designed,1,Band 3 - Intermediate
938,desiring,1,Band 3 - Intermediate
939,destructive,1,Band 3 - Intermediate
940,devoting,1,Band 3 - Intermediate
941,devotion,1,Band 3 - Intermediate
942,dictionaries,1,Band 3 - Intermediate
943,differ,1,Band 3 - Intermediate
944,differed,1,Band 3 - Intermediate
945,directing,1,Band 3 - Intermediate
946,disciples,49,Band 3 - Intermediate
947,disobey,1,Band 3 - Intermediate
948,distance,1,Band 3 - Intermediate
949,distractions,1,Band 3 - Intermediate
950,distress,1,Band 3 - Intermediate
951,district,22,Band 3 - Intermediate
952,divine,23,Band 3 - Intermediate
953,doctrine,380,Band 3 - Intermediate
954,donation,1,Band 3 - Intermediate
955,doorstep,1,Band 3 - Intermediate
956,doubts,1,Band 3 - Intermediate
957,drifts,1,Band 3 - Intermediate
958,eager,1,Band 3 - Intermediate
959,eagerly,1,Band 3 - Intermediate
960,ease,1,Band 3 - Intermediate
961,effective,17,Band 3 - Intermediate
962,elders,20,Band 3 - Intermediate
963,element,1,Band 3 - Intermediate
964,embarrassment,1,Band 3 - Intermediate
965,embracing,1,Band 3 - Intermediate
966,employers,1,Band 3 - Intermediate
967,endure,23,Band 3 - Intermediate
968,enduring,20,Band 3 - Intermediate
969,enhanced,1,Band 3 - Intermediate
970,enormous,1,Band 3 - Intermediate
971,ensured,1,Band 3 - Intermediate
972,entries,1,Band 3 - Intermediate
973,environments,1,Band 3 - Intermediate
974,envy,1,Band 3 - Intermediate
975,essential,24,Band 3 - Intermediate
976,essentially,1,Band 3 - Intermediate
977,essentials,1,Band 3 - Intermediate
978,establishing,1,Band 3 - Intermediate
979,eternal,75,Band 3 - Intermediate
980,eternity,17,Band 3 - Intermediate
981,evaluation,1,Band 3 - Intermediate
982,everyday,1,Band 3 - Intermediate
983,evils,1,Band 3 - Intermediate
984,exception,1,Band 3 - Intermediate
985,exchanges,1,Band 3 - Intermediate
986,exercised,1,Band 3 - Intermediate
987,expanded,1,Band 3 - Intermediate
988,expectation,1,Band 3 - Intermediate
989,experiment,1,Band 3 - Intermediate
990,facial,1,Band 3 - Intermediate
991,faiths,1,Band 3 - Intermediate
992,fantasy,1,Band 3 - Intermediate
993,fiery,1,Band 3 - Intermediate
994,financial,1,Band 3 - Intermediate
995,fireside,1,Band 3 - Intermediate
996,fisher,1,Band 3 - Intermediate
997,flaw,1,Band 3 - Intermediate
998,flows,1,Band 3 - Intermediate
999,flyers,1,Band 3 - Intermediate
1000,forgave,1,Band 3 - Intermediate
1001,formal,1,Band 3 - Intermediate
1002,formally,1,Band 3 - Intermediate
1003,formats,1,Band 3 - Intermediate
1004,forwarded,1,Band 3 - Intermediate
1005,foundation,27,Band 3 - Intermediate
1006,fulfill,21,Band 3 - Intermediate
1007,fundamental,1,Band 3 - Intermediate
1008,gatherings,1,Band 3 - Intermediate
1009,gifted,1,Band 3 - Intermediate
1010,gladly,1,Band 3 - Intermediate
1011,grounded,1,Band 3 - Intermediate
1012,guidance,48,Band 3 - Intermediate
1013,hardship,1,Band 3 - Intermediate
1014,harmful,1,Band 3 - Intermediate
1015,heavenly,117,Band 3 - Intermediate
1016,helpless,1,Band 3 - Intermediate
1017,heritage,1,Band 3 - Intermediate
1018,highlights,1,Band 3 - Intermediate
1019,hindsight,1,Band 3 - Intermediate
1020,hood,1,Band 3 - Intermediate
1021,illegal,1,Band 3 - Intermediate
1022,impacted,1,Band 3 - Intermediate
1023,impressions,24,Band 3 - Intermediate
1024,impressive,1,Band 3 - Intermediate
1025,incorrectly,1,Band 3 - Intermediate
1026,increasingly,1,Band 3 - Intermediate
1027,index,1,Band 3 - Intermediate
1028,indicated,1,Band 3 - Intermediate
1029,indicates,1,Band 3 - Intermediate
1030,influencing,1,Band 3 - Intermediate
1031,informal,1,Band 3 - Intermediate
1032,innocent,1,Band 3 - Intermediate
1033,insecure,1,Band 3 - Intermediate
1034,insights,18,Band 3 - Intermediate
1035,inspiration,22,Band 3 - Intermediate
1036,instance,1,Band 3 - Intermediate
1037,institute,1,Band 3 - Intermediate
1038,instructs,1,Band 3 - Intermediate
1039,intend,1,Band 3 - Intermediate
1040,intensely,1,Band 3 - Intermediate
1041,intent,18,Band 3 - Intermediate
1042,interact,1,Band 3 - Intermediate
1043,interacting,1,Band 3 - Intermediate
1044,interpreting,1,Band 3 - Intermediate
1045,interrupt,1,Band 3 - Intermediate
1046,interviewing,1,Band 3 - Intermediate
1047,introduces,1,Band 3 - Intermediate
1048,invested,1,Band 3 - Intermediate
1049,isolation,1,Band 3 - Intermediate
1050,justify,1,Band 3 - Intermediate
1051,kneel,1,Band 3 - Intermediate
1052,lifeless,1,Band 3 - Intermediate
1053,lifelong,17,Band 3 - Intermediate
1054,limitations,1,Band 3 - Intermediate
1055,linger,1,Band 3 - Intermediate
1056,loosed,1,Band 3 - Intermediate
1057,loosen,1,Band 3 - Intermediate
1058,lovingly,1,Band 3 - Intermediate
1059,lowly,1,Band 3 - Intermediate
1060,loyalty,1,Band 3 - Intermediate
1061,manifested,1,Band 3 - Intermediate
1062,mankind,1,Band 3 - Intermediate
1063,mature,1,Band 3 - Intermediate
1064,membership,18,Band 3 - Intermediate
1065,messenger,1,Band 3 - Intermediate
1066,midst,1,Band 3 - Intermediate
1067,mindful,1,Band 3 - Intermediate
1068,ministry,19,Band 3 - Intermediate
1069,miserable,1,Band 3 - Intermediate
1070,misunderstood,1,Band 3 - Intermediate
1071,mocks,1,Band 3 - Intermediate
1072,modest,1,Band 3 - Intermediate
1073,mormon,252,Band 3 - Intermediate
1074,mortal,22,Band 3 - Intermediate
1075,motivates,1,Band 3 - Intermediate
1076,motives,1,Band 3 - Intermediate
1077,multiplied,1,Band 3 - Intermediate
1078,noble,1,Band 3 - Intermediate
1079,numerous,1,Band 3 - Intermediate
1080,obeying,17,Band 3 - Intermediate
1081,obstacles,1,Band 3 - Intermediate
1082,occasion,1,Band 3 - Intermediate
1083,offend,1,Band 3 - Intermediate
1084,offended,1,Band 3 - Intermediate
1085,oneself,1,Band 3 - Intermediate
1086,ongoing,1,Band 3 - Intermediate
1087,optimistic,1,Band 3 - Intermediate
1088,ordinary,1,Band 3 - Intermediate
1089,origins,1,Band 3 - Intermediate
1090,outlet,1,Band 3 - Intermediate
1091,overwhelm,1,Band 3 - Intermediate
1092,paperback,1,Band 3 - Intermediate
1093,participants,1,Band 3 - Intermediate
1094,partnership,1,Band 3 - Intermediate
1095,passages,32,Band 3 - Intermediate
1096,permits,1,Band 3 - Intermediate
1097,persistent,1,Band 3 - Intermediate
1098,platforms,1,Band 3 - Intermediate
1099,pleading,1,Band 3 - Intermediate
1100,politely,1,Band 3 - Intermediate
1101,possessions,1,Band 3 - Intermediate
1102,practical,1,Band 3 - Intermediate
1103,prayerfully,23,Band 3 - Intermediate
1104,preserved,1,Band 3 - Intermediate
1105,principle,75,Band 3 - Intermediate
1106,prior,1,Band 3 - Intermediate
1107,privately,1,Band 3 - Intermediate
1108,professional,1,Band 3 - Intermediate
1109,prominent,1,Band 3 - Intermediate
1110,promising,1,Band 3 - Intermediate
1111,publicly,1,Band 3 - Intermediate
1112,publishing,1,Band 3 - Intermediate
1113,punctuation,1,Band 3 - Intermediate
1114,pupil,1,Band 3 - Intermediate
1115,purity,1,Band 3 - Intermediate
1116,qualifying,1,Band 3 - Intermediate
1117,quoted,1,Band 3 - Intermediate
1118,readiness,1,Band 3 - Intermediate
1119,reasoning,1,Band 3 - Intermediate
1120,rebelled,1,Band 3 - Intermediate
1121,recordings,1,Band 3 - Intermediate
1122,refined,1,Band 3 - Intermediate
1123,refreshed,1,Band 3 - Intermediate
1124,refusal,1,Band 3 - Intermediate
1125,regional,1,Band 3 - Intermediate
1126,rejection,1,Band 3 - Intermediate
1127,rejoicing,1,Band 3 - Intermediate
1128,relapse,1,Band 3 - Intermediate
1129,relatively,1,Band 3 - Intermediate
1130,remainder,1,Band 3 - Intermediate
1131,remorse,1,Band 3 - Intermediate
1132,render,1,Band 3 - Intermediate
1133,renewed,1,Band 3 - Intermediate
1134,renewing,1,Band 3 - Intermediate
1135,repent,81,Band 3 - Intermediate
1136,repentance,67,Band 3 - Intermediate
1137,researching,1,Band 3 - Intermediate
1138,reservation,1,Band 3 - Intermediate
1139,reserved,1,Band 3 - Intermediate
1140,restoration,63,Band 3 - Intermediate
1141,retain,1,Band 3 - Intermediate
1142,revelation,21,Band 3 - Intermediate
1143,sabbath,22,Band 3 - Intermediate
1144,sacred,36,Band 3 - Intermediate
1145,salvation,64,Band 3 - Intermediate
1146,scripture,120,Band 3 - Intermediate
1147,seekers,1,Band 3 - Intermediate
1148,seemingly,1,Band 3 - Intermediate
1149,selection,1,Band 3 - Intermediate
1150,separation,1,Band 3 - Intermediate
1151,sequence,1,Band 3 - Intermediate
1152,series,1,Band 3 - Intermediate
1153,shield,1,Band 3 - Intermediate
1154,shift,1,Band 3 - Intermediate
1155,shifting,1,Band 3 - Intermediate
1156,simpler,1,Band 3 - Intermediate
1157,specialist,1,Band 3 - Intermediate
1158,specific,35,Band 3 - Intermediate
1159,spend,1,Band 3 - Intermediate
1160,spiritually,33,Band 3 - Intermediate
1161,statistic,1,Band 3 - Intermediate
1162,strained,1,Band 3 - Intermediate
1163,strictly,1,Band 3 - Intermediate
1164,strive,24,Band 3 - Intermediate
1165,striving,1,Band 3 - Intermediate
1166,stumble,1,Band 3 - Intermediate
1167,stumbling,1,Band 3 - Intermediate
1168,submitting,1,Band 3 - Intermediate
1169,substitute,1,Band 3 - Intermediate
1170,successor,1,Band 3 - Intermediate
1171,suited,1,Band 3 - Intermediate
1172,summaries,1,Band 3 - Intermediate
1173,sustain,1,Band 3 - Intermediate
1174,teachable,1,Band 3 - Intermediate
1175,tendency,1,Band 3 - Intermediate
1176,testify,22,Band 3 - Intermediate
1177,thereby,1,Band 3 - Intermediate
1178,tithing,21,Band 3 - Intermediate
1179,trait,1,Band 3 - Intermediate
1180,transition,1,Band 3 - Intermediate
1181,transmit,1,Band 3 - Intermediate
1182,tremble,1,Band 3 - Intermediate
1183,trustworthy,1,Band 3 - Intermediate
1184,unbroken,1,Band 3 - Intermediate
1185,unchanging,1,Band 3 - Intermediate
1186,undermine,1,Band 3 - Intermediate
1187,uniquely,1,Band 3 - Intermediate
1188,unpaid,1,Band 3 - Intermediate
1189,unprepared,1,Band 3 - Intermediate
1190,unproductive,1,Band 3 - Intermediate
1191,vague,1,Band 3 - Intermediate
1192,virtues,1,Band 3 - Intermediate
1193,volumes,1,Band 3 - Intermediate
1194,voluntary,1,Band 3 - Intermediate
1195,wanders,1,Band 3 - Intermediate
1196,ward,82,Band 3 - Intermediate
1197,wards,1,Band 3 - Intermediate
1198,weaves,1,Band 3 - Intermediate
1199,wedges,1,Band 3 - Intermediate
1200,welfare,1,Band 3 - Intermediate
1201,wholesome,1,Band 3 - Intermediate
1202,wholly,1,Band 3 - Intermediate
1203,wishful,1,Band 3 - Intermediate
1204,wit,1,Band 3 - Intermediate
1205,withdrawn,1,Band 3 - Intermediate
1206,worshipping,1,Band 3 - Intermediate
1207,worthwhile,1,Band 3 - Intermediate
1208,wronged,1,Band 3 - Intermediate
1209,yielding,1,Band 3 - Intermediate
1210,abstinence,1,Band 4 - Upper-Intermediate/Advanced
1211,accelerates,1,Band 4 - Upper-Intermediate/Advanced
1212,accord,1,Band 4 - Upper-Intermediate/Advanced
1213,accordance,1,Band 4 - Upper-Intermediate/Advanced
1214,acquired,1,Band 4 - Upper-Intermediate/Advanced
1215,addictive,1,Band 4 - Upper-Intermediate/Advanced
1216,adjoining,1,Band 4 - Upper-Intermediate/Advanced
1217,admonished,1,Band 4 - Upper-Intermediate/Advanced
1218,adrift,1,Band 4 - Upper-Intermediate/Advanced
1219,adversary,1,Band 4 - Upper-Intermediate/Advanced
1220,affirmative,1,Band 4 - Upper-Intermediate/Advanced
1221,affirms,1,Band 4 - Upper-Intermediate/Advanced
1222,alienated,1,Band 4 - Upper-Intermediate/Advanced
1223,anchored,1,Band 4 - Upper-Intermediate/Advanced
1224,applications,1,Band 4 - Upper-Intermediate/Advanced
1225,apprehensive,1,Band 4 - Upper-Intermediate/Advanced
1226,architectural,1,Band 4 - Upper-Intermediate/Advanced
1227,arming,1,Band 4 - Upper-Intermediate/Advanced
1228,assessments,1,Band 4 - Upper-Intermediate/Advanced
1229,assistant,1,Band 4 - Upper-Intermediate/Advanced
1230,assurances,1,Band 4 - Upper-Intermediate/Advanced
1231,atoning,23,Band 4 - Upper-Intermediate/Advanced
1232,attentive,1,Band 4 - Upper-Intermediate/Advanced
1233,attribute,17,Band 4 - Upper-Intermediate/Advanced
1234,authoritative,1,Band 4 - Upper-Intermediate/Advanced
1235,baptismal,78,Band 4 - Upper-Intermediate/Advanced
1236,beneficial,1,Band 4 - Upper-Intermediate/Advanced
1237,bias,1,Band 4 - Upper-Intermediate/Advanced
1238,binding,1,Band 4 - Upper-Intermediate/Advanced
1239,bishop,17,Band 4 - Upper-Intermediate/Advanced
1240,bishops,1,Band 4 - Upper-Intermediate/Advanced
1241,breach,1,Band 4 - Upper-Intermediate/Advanced
1242,breadth,1,Band 4 - Upper-Intermediate/Advanced
1243,breastplate,1,Band 4 - Upper-Intermediate/Advanced
1244,carnal,1,Band 4 - Upper-Intermediate/Advanced
1245,characteristic,1,Band 4 - Upper-Intermediate/Advanced
1246,cherished,1,Band 4 - Upper-Intermediate/Advanced
1247,circa,1,Band 4 - Upper-Intermediate/Advanced
1248,clarification,1,Band 4 - Upper-Intermediate/Advanced
1249,cleansed,17,Band 4 - Upper-Intermediate/Advanced
1250,cleansing,1,Band 4 - Upper-Intermediate/Advanced
1251,commend,1,Band 4 - Upper-Intermediate/Advanced
1252,companionship,20,Band 4 - Upper-Intermediate/Advanced
1253,compatible,1,Band 4 - Upper-Intermediate/Advanced
1254,comply,1,Band 4 - Upper-Intermediate/Advanced
1255,concoct,1,Band 4 - Upper-Intermediate/Advanced
1256,conditional,1,Band 4 - Upper-Intermediate/Advanced
1257,confidential,1,Band 4 - Upper-Intermediate/Advanced
1258,conform,1,Band 4 - Upper-Intermediate/Advanced
1259,congratulations,1,Band 4 - Upper-Intermediate/Advanced
1260,consolation,1,Band 4 - Upper-Intermediate/Advanced
1261,console,1,Band 4 - Upper-Intermediate/Advanced
1262,consultations,1,Band 4 - Upper-Intermediate/Advanced
1263,contemplated,1,Band 4 - Upper-Intermediate/Advanced
1264,contentions,1,Band 4 - Upper-Intermediate/Advanced
1265,contrary,1,Band 4 - Upper-Intermediate/Advanced
1266,conversion,52,Band 4 - Upper-Intermediate/Advanced
1267,convictions,1,Band 4 - Upper-Intermediate/Advanced
1268,coordination,32,Band 4 - Upper-Intermediate/Advanced
1269,cornerstone,1,Band 4 - Upper-Intermediate/Advanced
1270,counterfeit,1,Band 4 - Upper-Intermediate/Advanced
1271,coupled,1,Band 4 - Upper-Intermediate/Advanced
1272,covenant,64,Band 4 - Upper-Intermediate/Advanced
1273,covenanted,1,Band 4 - Upper-Intermediate/Advanced
1274,covet,1,Band 4 - Upper-Intermediate/Advanced
1275,crude,1,Band 4 - Upper-Intermediate/Advanced
1276,crumbles,1,Band 4 - Upper-Intermediate/Advanced
1277,custodial,1,Band 4 - Upper-Intermediate/Advanced
1278,deacon,1,Band 4 - Upper-Intermediate/Advanced
1279,dealings,1,Band 4 - Upper-Intermediate/Advanced
1280,deceased,20,Band 4 - Upper-Intermediate/Advanced
1281,deceive,1,Band 4 - Upper-Intermediate/Advanced
1282,deception,1,Band 4 - Upper-Intermediate/Advanced
1283,defy,1,Band 4 - Upper-Intermediate/Advanced
1284,delegated,1,Band 4 - Upper-Intermediate/Advanced
1285,denominations,1,Band 4 - Upper-Intermediate/Advanced
1286,depart,1,Band 4 - Upper-Intermediate/Advanced
1287,depicting,1,Band 4 - Upper-Intermediate/Advanced
1288,descended,1,Band 4 - Upper-Intermediate/Advanced
1289,detours,1,Band 4 - Upper-Intermediate/Advanced
1290,detractors,1,Band 4 - Upper-Intermediate/Advanced
1291,devising,1,Band 4 - Upper-Intermediate/Advanced
1292,devotionals,1,Band 4 - Upper-Intermediate/Advanced
1293,dictate,1,Band 4 - Upper-Intermediate/Advanced
1294,dictated,1,Band 4 - Upper-Intermediate/Advanced
1295,disappointments,1,Band 4 - Upper-Intermediate/Advanced
1296,discerns,1,Band 4 - Upper-Intermediate/Advanced
1297,discord,1,Band 4 - Upper-Intermediate/Advanced
1298,disguised,1,Band 4 - Upper-Intermediate/Advanced
1299,disobedience,1,Band 4 - Upper-Intermediate/Advanced
1300,dispense,1,Band 4 - Upper-Intermediate/Advanced
1301,doctrinal,18,Band 4 - Upper-Intermediate/Advanced
1302,doings,1,Band 4 - Upper-Intermediate/Advanced
1303,dramatize,1,Band 4 - Upper-Intermediate/Advanced
1304,effectiveness,1,Band 4 - Upper-Intermediate/Advanced
1305,eliminate,1,Band 4 - Upper-Intermediate/Advanced
1306,encircled,1,Band 4 - Upper-Intermediate/Advanced
1307,enclosing,1,Band 4 - Upper-Intermediate/Advanced
1308,endeavor,1,Band 4 - Upper-Intermediate/Advanced
1309,engage,1,Band 4 - Upper-Intermediate/Advanced
1310,enlarges,1,Band 4 - Upper-Intermediate/Advanced
1311,enlightened,1,Band 4 - Upper-Intermediate/Advanced
1312,entrusted,1,Band 4 - Upper-Intermediate/Advanced
1313,equated,1,Band 4 - Upper-Intermediate/Advanced
1314,exalted,1,Band 4 - Upper-Intermediate/Advanced
1315,excerpts,1,Band 4 - Upper-Intermediate/Advanced
1316,expertise,1,Band 4 - Upper-Intermediate/Advanced
1317,extraordinary,1,Band 4 - Upper-Intermediate/Advanced
1318,faculty,1,Band 4 - Upper-Intermediate/Advanced
1319,familiarity,1,Band 4 - Upper-Intermediate/Advanced
1320,fasted,1,Band 4 - Upper-Intermediate/Advanced
1321,feeble,1,Band 4 - Upper-Intermediate/Advanced
1322,firstborn,1,Band 4 - Upper-Intermediate/Advanced
1323,footnote,1,Band 4 - Upper-Intermediate/Advanced
1324,forbid,1,Band 4 - Upper-Intermediate/Advanced
1325,forbidden,1,Band 4 - Upper-Intermediate/Advanced
1326,forsake,1,Band 4 - Upper-Intermediate/Advanced
1327,foyer,1,Band 4 - Upper-Intermediate/Advanced
